15,52,58,87,13,20,19,16,7,13,10,0,0,0,0
39,68,36,1,8,14,9,6,2,9,10,1,1,1,0
65,69,42,59,34,16,19,20,9,14,10,1,0,1,1
104,74,63,55,12,18,5,8,5,16,6,0,1,0,1
23,72,70,51,10,8,8,14,1,13,5,2,0,1,0
147,35,76,28,16,14,8,13,2,20,6,1,0,1,0
91,28,73,169,17,17,24,20,15,25,15,0,1,0,0
50,81,69,73,8,12,15,12,2,17,5,0,0,0,0
84,97,75,94,7,9,14,14,5,19,4,0,1,0,0
86,71,72,94,4,14,12,7,0,16,2,0,0,0,0
75,93,93,72,8,4,8,7,2,21,3,0,0,0,0
93,76,102,74,13,5,10,7,2,20,2,0,0,0,0
92,137,58,70,16,16,11,10,6,25,5,0,0,0,1
93,75,96,57,5,3,5,6,0,20,3,0,0,0,0
98,59,68,114,6,13,12,10,3,25,4,0,0,0,0
89,72,22,78,31,47,18,22,8,16,7,0,0,0,0
76,96,30,92,5,7,9,5,0,18,4,0,0,0,0
63,74,73,75,10,10,12,13,2,18,5,0,0,0,0
72,79,45,70,15,16,13,10,1,19,5,0,0,0,0
93,96,73,75,9,4,3,7,3,20,5,0,0,0,0
88,87,79,97,13,14,8,4,2,20,4,0,0,0,0
92,92,14,87,17,12,12,4,5,17,9,0,0,0,0
75,86,16,77,14,4,7,1,5,18,13,0,0,0,0
96,73,13,99,27,2,5,5,8,18,17,0,0,0,0
88,91,19,97,9,7,5,4,4,20,8,0,0,0,0
94,3,18,98,33,5,8,4,14,18,26,0,0,0,0
85,46,13,94,13,16,49,7,111,16,173,0,0,0,0
98,8,0,99,32,27,40,6,98,15,171,0,0,0,0
93,165,0,97,66,62,33,4,120,20,195,0,0,0,0
93,26,9,97,40,36,34,6,138,14,232,0,0,0,0
94,7,10,97,32,30,43,4,156,14,221,0,0,0,0
82,0,13,97,50,56,42,8,130,10,203,0,1,0,0
96,0,0,99,42,40,29,3,146,12,228,0,0,0,0
93,0,0,79,32,31,46,2,117,10,161,0,0,0,0
87,0,17,117,17,12,33,4,149,16,269,0,0,0,0
93,0,47,99,11,10,48,2,98,13,105,0,0,0,0
83,0,0,83,53,49,45,18,123,8,204,0,0,0,0
86,0,43,96,9,80,64,22,143,12,127,0,0,0,0
89,0,0,92,30,26,50,12,160,8,214,0,0,0,0
95,0,0,93,30,28,52,28,166,9,187,0,0,0,0
99,0,50,75,50,50,53,3,91,14,83,0,0,0,0
93,0,0,89,53,50,43,8,145,10,191,0,0,0,0
99,0,0,98,41,39,30,2,134,14,240,0,0,0,0
98,3,17,89,49,46,43,9,148,13,192,0,0,0,0
87,0,2,89,52,49,47,13,144,9,186,0,0,0,0
75,0,21,93,53,49,46,15,128,7,202,0,0,0,0
74,0,0,98,51,47,74,16,124,9,139,0,0,0,0
99,0,0,99,28,26,62,25,152,14,193,0,0,0,0
97,7,0,99,39,34,31,13,39,15,64,0,0,0,0
97,68,29,99,16,14,51,6,138,24,174,0,0,0,0
94,21,0,99,28,28,43,7,132,15,246,0,0,0,0
99,0,18,95,6,12,60,10,164,15,214,0,0,0,0
97,44,0,98,17,16,52,6,135,19,169,0,0,0,0
99,17,0,76,10,8,34,7,151,13,277,0,0,0,0
97,10,28,99,11,12,42,8,163,19,245,0,0,0,0
98,0,0,97,34,31,53,12,162,13,195,0,0,0,0
99,20,0,79,27,26,24,15,48,15,90,0,0,0,0
79,2,44,99,46,46,46,5,148,16,193,0,0,0,0
99,0,0,99,45,40,47,10,114,14,164,0,0,0,0
73,64,26,99,21,17,66,4,150,15,193,0,0,0,0
99,58,24,99,20,20,67,3,154,22,182,0,0,0,0
99,31,0,98,24,22,33,3,137,18,244,0,0,0,0
99,21,0,99,8,9,62,2,141,19,173,0,0,0,0
98,36,0,98,3,2,42,1,109,20,183,0,0,0,0
99,10,32,99,7,4,28,1,40,19,66,0,0,0,0
99,28,20,99,7,5,62,0,156,20,199,0,0,0,0
97,36,40,99,4,1,38,1,161,21,274,0,0,0,0
79,14,21,99,6,3,36,1,166,19,269,0,0,0,0
99,16,0,99,6,2,17,1,75,19,132,0,0,0,0
92,0,0,98,119,10,1,0,0,11,4,0,0,0,0
96,0,0,98,203,0,2,1,0,12,0,0,0,0,0
96,0,0,98,204,0,2,0,0,12,0,0,0,0,0
95,0,13,99,170,1,2,0,0,14,1,0,0,0,0
94,0,0,99,205,1,1,0,0,13,0,0,0,0,0
97,0,0,79,181,0,2,1,0,14,2,0,0,0,0
98,0,0,99,131,11,1,0,0,13,3,0,0,0,0
99,1,0,99,110,9,1,1,0,15,4,0,0,0,0
99,0,0,99,110,9,1,2,0,14,4,0,0,0,0
99,0,0,99,92,9,1,0,0,14,5,0,0,0,0
99,0,0,99,110,11,1,0,0,14,4,0,0,0,0
98,16,0,99,104,3,0,0,0,18,4,0,0,0,0
98,16,0,99,102,3,1,1,0,18,4,0,0,0,0
99,16,0,99,103,2,1,0,0,19,4,0,0,0,0
99,16,14,99,89,2,1,0,0,20,4,0,0,0,0
98,0,0,98,111,10,2,1,0,14,4,0,0,0,0
98,0,0,99,109,13,1,0,0,13,4,0,0,0,0
99,0,12,99,99,10,1,0,0,15,4,0,0,0,0
99,0,0,99,109,10,2,1,0,14,4,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,0,99,110,11,1,0,0,14,4,0,0,0,0
99,0,0,99,109,11,1,1,0,14,4,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,41,99,70,10,1,0,0,15,4,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,0,78,112,10,1,0,0,11,5,0,0,0,0
99,0,0,99,111,10,1,0,0,14,4,0,0,0,0
99,0,0,99,110,10,2,0,0,14,4,0,0,0,0
97,0,0,99,111,12,1,0,0,13,4,0,0,0,0
97,0,0,99,110,13,1,0,0,13,4,0,0,0,0
97,0,31,98,70,22,2,0,0,14,4,0,0,0,0
97,0,0,99,100,24,0,0,0,14,4,0,0,0,0
96,0,0,99,100,24,1,0,0,12,4,0,0,0,0
96,0,0,99,99,24,1,1,0,12,4,0,0,0,0
96,0,0,99,100,24,1,0,0,12,4,0,0,0,0
