0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,1,100,0,2,2,100,0,-100,-100,0,0,500,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,1,100,0,2,2,100,0,-100,-100,0,0,500
1,0,0,10,0,0,0,0,0,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,-1,-1,80,0,1,1,100,0,2,2,100,0,499,6,0,0,10,0,0,0,0,0,10,10,20,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,-1,-1,80,0,1,1,100,0,2,2,100,0,499
2,10,10,20,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,-2,-2,80,0,-1,-1,80,0,1,1,100,0,498,6,10,10,20,0,0,0,0,0,20,10,20,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,-2,-2,80,0,-1,-1,80,0,1,1,100,0,498
3,20,10,20,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,-100,-100,0,0,-2,-2,80,0,-1,-1,80,0,497,6,20,10,20,0,0,0,0,0,20,10,20,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,-100,-100,0,0,-2,-2,80,0,-1,-1,80,0,497
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,20,0,0,0,0,0,20,10,20,0,0,0,0,0,20,10,20,0,0,80,0,1,1,80,0,2,2,80,0,-100,-100,0,0,496,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,20,30,0,0,0,0,0,30,10,20,0,0,0,0,0,20,10,20,0,0,60,0,1,1,80,0,2,2,80,0,-100,-100,0,0,496
1,0,0,20,0,0,0,0,0,20,20,30,0,0,0,0,0,30,10,20,0,0,0,0,0,20,10,20,0,0,0,0,0,20,10,10,0,0,80,0,-1,-1,60,0,1,1,80,0,2,2,80,0,495,6,0,0,20,0,0,0,0,0,20,20,40,0,0,0,0,0,40,20,30,0,0,0,0,0,30,10,20,0,0,0,0,0,20,10,10,0,0,60,0,-1,-1,60,0,1,1,80,0,2,2,80,0,495
2,20,20,40,0,0,0,0,0,40,20,30,0,0,0,0,0,30,10,20,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,0,0,0,80,0,-2,-2,60,0,-1,-1,60,0,1,1,80,0,494,6,20,20,40,0,0,0,0,0,40,20,40,0,0,0,0,0,40,20,30,0,0,0,0,0,30,10,10,0,0,0,0,0,10,0,0,0,0,60,0,-2,-2,60,0,-1,-1,60,0,1,1,80,0,494
3,40,20,40,0,0,0,0,0,40,20,30,0,0,0,0,0,30,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,-100,-100,0,0,-2,-2,60,0,-1,-1,60,0,493,6,40,20,40,0,0,0,0,0,40,20,40,0,0,0,0,0,40,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-100,-100,0,0,-2,-2,60,0,-1,-1,60,0,493
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,20,40,0,0,0,0,0,40,20,40,0,0,0,0,0,40,20,40,0,0,60,0,1,1,60,0,2,2,60,0,-100,-100,0,0,492,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,20,40,0,0,0,0,0,40,20,40,0,0,0,0,0,40,20,40,0,0,30,30,1,1,60,0,2,2,60,0,-100,-100,0,0,492
1,0,0,20,0,0,0,0,0,20,20,40,0,0,0,0,0,40,20,40,0,0,0,0,0,40,20,40,0,0,0,0,0,40,20,20,0,0,60,0,-1,-1,30,30,1,1,60,0,2,2,60,0,491,6,0,0,20,0,0,0,0,0,20,20,50,0,0,0,0,0,50,30,50,0,0,0,0,0,50,20,40,0,0,0,0,0,40,20,20,0,0,40,0,-1,-1,30,30,1,1,60,0,2,2,60,0,491
2,20,20,50,0,0,0,0,0,50,30,50,0,0,0,0,0,50,20,40,0,0,0,0,0,40,20,20,0,0,0,0,0,20,0,0,0,0,60,0,-2,-2,30,30,-1,-1,40,0,1,1,60,0,490,6,20,20,50,0,0,0,0,0,50,30,60,0,0,0,0,0,60,30,50,0,0,0,0,0,50,20,20,0,0,0,0,0,20,0,0,0,0,40,0,-2,-2,30,30,-1,-1,40,0,1,1,60,0,490
3,50,30,60,0,0,0,0,0,60,30,50,0,0,0,0,0,50,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-100,-100,0,30,-2,-2,40,0,-1,-1,40,0,489,6,50,30,60,0,0,0,0,0,60,30,60,0,0,0,0,0,60,30,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-100,-100,0,30,-2,-2,40,0,-1,-1,40,0,489
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,20,50,0,0,0,0,0,50,30,60,0,0,0,0,0,60,30,60,0,0,30,30,1,1,40,0,2,2,40,0,-100,-100,0,0,488,6,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,30,60,0,0,0,0,0,60,30,60,0,0,0,0,0,60,30,60,0,0,10,30,1,1,40,0,2,2,40,0,-100,-100,0,0,488
