68,93,0,114,15,17,12,12,2,12,3,0,1,0,0
71,0,83,82,16,10,8,10,0,14,5,0,1,0,0
49,75,88,58,26,17,15,18,9,17,12,0,1,1,0
70,71,61,49,15,14,7,14,9,18,13,0,0,0,0
100,8,44,33,13,24,27,17,8,19,6,1,0,0,0
9,65,89,77,9,15,10,16,4,15,8,0,0,0,0
4,84,37,108,12,26,10,19,8,17,10,0,0,0,0
31,49,108,71,13,15,12,19,6,11,7,1,1,0,0
49,94,78,75,5,18,12,9,2,12,4,0,0,0,0
88,58,71,43,13,10,24,23,3,14,6,0,0,0,0
0,137,21,51,13,18,11,11,3,10,6,0,1,0,0
1,63,53,53,21,16,22,21,1,10,8,0,0,0,0
48,97,74,86,10,15,14,16,3,15,4,0,0,0,0
23,70,133,6,10,10,15,14,5,18,10,2,0,0,0
50,92,74,39,13,15,6,21,2,16,6,0,0,0,0
79,0,75,100,5,12,6,13,2,12,3,0,1,0,0
67,0,49,80,18,23,7,16,6,10,9,0,1,0,1
64,71,55,23,7,16,11,17,3,10,8,0,0,0,0
73,95,1,70,10,24,9,18,2,15,6,0,0,0,0
66,50,47,78,14,28,16,34,2,10,5,2,1,0,1
79,89,49,67,12,16,10,15,4,14,8,1,1,0,1
58,74,71,57,12,11,8,19,4,16,11,0,0,0,0
36,160,8,67,12,12,9,18,3,23,12,2,0,0,0
81,98,43,73,8,9,9,10,2,12,4,0,1,0,0
55,0,134,72,4,9,5,11,3,10,6,0,1,0,0
94,90,65,86,7,13,8,17,0,20,1,0,0,0,0
15,118,67,53,15,16,9,37,2,22,6,0,0,0,0
73,88,25,49,10,26,5,14,2,13,7,0,0,0,0
7,88,50,94,10,31,3,17,0,13,5,0,0,0,0
66,94,20,45,8,16,8,13,4,19,10,0,0,1,0
89,74,27,94,8,22,10,16,7,22,11,0,0,0,0
31,91,93,75,6,6,12,6,0,19,4,0,0,0,0
55,68,82,106,16,16,12,32,7,23,9,1,0,1,2
2,95,87,64,14,5,6,10,4,20,8,0,0,0,0
73,104,76,0,16,23,9,39,2,20,4,0,0,0,0
1,57,83,62,14,12,3,14,1,14,4,1,0,0,0
31,209,90,73,6,8,3,6,0,20,5,2,0,0,0
76,73,32,74,8,23,4,30,0,11,4,0,0,0,0
11,95,64,94,6,14,4,22,3,19,6,0,0,0,0
95,57,12,94,10,22,11,19,1,17,5,0,0,0,1
6,66,54,92,6,7,7,22,1,16,8,0,0,0,0
88,97,62,84,7,14,3,15,1,21,2,0,0,0,0
37,96,72,62,7,8,2,36,0,15,4,0,0,0,0
58,53,26,85,6,42,9,14,5,17,15,1,0,0,0
56,96,33,69,5,14,6,21,4,14,8,0,0,1,0
78,97,62,51,7,14,4,27,0,19,3,0,0,0,0
22,52,48,65,8,12,8,32,1,14,10,0,1,0,0
15,37,19,50,6,34,11,29,0,15,6,1,0,0,0
37,94,80,106,7,5,2,9,3,23,5,0,0,0,0
46,78,94,88,2,5,2,15,1,22,4,0,0,0,0
40,76,97,88,2,6,6,15,2,17,6,0,0,0,0
58,96,69,50,6,10,5,46,0,18,3,0,0,0,0
72,78,96,96,6,1,2,9,2,28,4,0,0,0,0
15,133,33,87,9,26,7,11,5,25,8,0,0,0,0
11,95,14,71,7,7,5,30,0,17,8,0,0,0,0
25,76,76,91,5,3,2,12,2,23,8,0,0,0,0
36,94,95,93,6,5,3,8,1,28,5,0,0,0,0
57,72,93,92,4,7,8,7,0,25,3,0,0,0,0
4,75,106,93,1,4,2,12,1,17,6,0,1,0,0
78,97,94,89,1,6,4,11,1,26,2,0,0,0,0
74,107,63,71,6,17,5,17,1,23,3,0,0,1,1
15,95,56,92,6,4,5,7,2,18,8,0,0,0,0
78,95,33,96,3,6,0,9,0,23,4,0,0,0,0
24,78,73,95,9,5,3,3,2,25,8,0,0,0,0
58,97,98,95,2,6,1,3,0,25,2,0,0,0,1
27,76,91,96,1,10,2,7,3,20,10,0,0,0,0
58,76,38,95,3,23,0,7,0,23,5,0,0,0,0
18,97,96,95,2,4,1,7,0,24,4,0,0,0,0
26,86,104,97,2,2,2,4,2,18,6,0,1,0,0
56,95,97,97,4,4,1,6,1,24,3,0,0,0,0
76,86,102,95,3,4,2,5,0,22,1,0,1,0,0
58,98,94,97,2,3,3,4,0,26,2,0,1,0,0
56,98,55,98,5,4,1,3,3,25,6,0,0,0,0
67,124,85,97,2,9,3,3,4,32,5,0,0,0,0
25,95,37,98,2,5,3,5,2,24,9,0,0,0,0
6,97,95,99,3,3,2,5,1,22,5,0,0,0,0
18,95,99,96,2,3,3,4,1,24,6,0,0,0,0
89,87,94,99,1,5,1,4,2,28,2,0,0,0,0
78,106,77,96,3,2,4,4,2,29,3,0,0,0,0
55,78,93,98,2,9,0,5,0,20,3,0,0,0,0
76,73,108,98,4,4,5,2,1,28,2,0,0,0,0
65,12,97,121,4,7,3,5,2,27,3,3,0,0,0
63,110,93,97,3,5,4,5,1,26,2,0,0,0,1
17,97,97,99,2,2,3,3,0,24,4,0,0,0,0
58,94,97,95,5,4,1,6,0,24,2,0,0,0,0
99,75,99,99,2,1,1,4,0,28,1,0,0,0,0
57,97,92,98,2,5,6,3,0,27,2,0,0,0,0
78,78,96,98,1,5,2,2,3,35,6,0,0,0,0
16,99,88,99,1,2,2,3,2,25,7,0,0,0,0
69,97,95,98,3,3,2,3,2,27,3,0,0,0,0
87,87,104,99,1,2,1,3,1,23,1,0,1,0,0
58,99,98,97,0,4,1,3,0,27,2,0,0,0,0
27,96,98,99,5,2,0,3,1,25,5,0,0,0,0
57,98,98,98,2,2,2,3,0,25,2,0,0,0,0
89,96,99,78,0,3,2,3,1,26,2,0,0,0,0
89,95,98,98,1,2,5,2,1,30,1,0,0,1,0
17,99,78,98,3,2,0,3,0,25,5,0,0,0,0
58,185,90,95,3,2,7,6,0,27,2,1,0,0,0
37,97,97,99,3,1,1,5,0,26,3,0,0,0,0
17,136,98,99,2,1,3,4,1,28,4,0,0,0,0
59,98,79,96,2,3,0,3,1,28,5,0,0,0,0
16,99,98,98,4,1,2,2,0,24,4,0,0,0,0
55,98,79,79,3,1,2,3,1,25,6,0,0,0,0
37,94,95,99,6,1,4,4,0,24,3,0,0,0,0
57,107,79,98,3,2,0,4,1,25,3,0,0,0,0
18,98,99,98,1,0,2,4,0,26,4,0,0,0,0
56,136,98,79,3,2,3,3,2,32,5,0,0,0,0
38,96,97,98,4,1,4,2,0,25,3,0,0,1,0
18,95,101,99,1,0,2,4,0,26,4,0,0,0,2
65,99,99,79,4,2,1,1,3,34,6,0,0,0,0
37,124,109,96,0,3,3,8,4,35,4,0,0,0,0
89,77,99,99,0,2,1,3,1,27,3,0,0,0,0
68,77,99,98,2,2,2,2,1,28,5,0,0,0,0
17,119,98,99,0,1,3,3,1,30,4,0,0,0,0
7,108,95,78,2,4,2,4,2,23,7,0,0,0,0
87,98,98,98,3,1,3,2,1,30,1,0,0,0,0
99,97,99,98,2,1,1,3,0,27,0,0,0,0,0
88,96,99,98,3,3,0,3,1,27,1,0,0,0,0
97,96,98,99,2,2,4,2,2,36,3,0,0,0,0
65,99,97,78,1,4,3,3,1,30,4,0,0,0,0
61,93,99,99,1,2,2,0,1,27,4,0,1,0,0
97,98,99,99,1,3,2,1,2,38,4,0,0,0,0
58,97,97,98,2,3,1,4,0,26,2,0,0,0,0
18,98,99,96,1,3,0,5,0,24,4,0,0,0,0
98,98,98,99,0,2,1,4,2,37,2,0,0,0,0
49,98,98,99,0,2,1,3,2,33,5,0,0,0,0
58,99,97,98,0,1,2,5,1,32,4,0,0,0,0
18,98,99,98,0,5,0,2,0,25,4,0,0,0,0
38,98,97,99,4,0,1,3,0,26,3,0,0,0,0
56,98,99,99,2,0,1,5,0,27,2,0,0,0,0
58,98,98,99,1,2,1,3,1,31,4,0,0,0,0
97,79,96,98,3,2,0,5,2,33,2,0,0,0,0
63,95,79,98,4,3,1,7,1,27,4,0,0,0,0
96,98,97,99,3,3,1,3,2,31,2,0,0,0,0
39,99,98,99,1,1,2,1,0,26,3,0,0,0,0
49,99,99,99,0,3,1,0,1,27,3,0,0,0,0
69,95,99,97,2,3,1,4,1,31,3,0,0,0,0
55,97,99,96,3,3,3,4,0,25,2,0,0,0,0
98,126,99,99,0,1,1,6,3,39,3,0,0,0,0
68,99,98,97,0,1,1,6,1,31,3,0,0,0,0
69,98,99,98,1,1,0,4,1,28,3,0,0,0,0
78,95,99,99,1,3,2,3,1,31,2,0,0,0,0
97,98,97,79,0,4,1,4,2,35,4,0,0,0,0
69,95,98,99,4,1,1,3,1,32,3,0,0,0,0
57,97,99,99,2,4,0,2,0,26,2,0,0,0,0
77,98,98,99,1,4,1,2,1,30,2,0,0,0,0
58,99,99,99,0,2,1,2,0,27,2,0,0,0,0
58,99,79,98,0,4,0,2,0,26,3,0,0,0,0
69,97,99,99,1,3,0,2,1,31,3,0,0,0,0
88,96,99,99,2,3,0,3,1,31,1,0,0,0,0
97,98,98,99,0,2,1,5,2,37,2,0,0,0,0
78,99,98,99,1,2,0,3,1,31,2,0,0,0,0
78,98,98,98,1,3,1,3,0,28,1,0,0,0,0
87,98,98,97,0,2,2,6,1,30,1,0,0,0,0
79,99,99,98,0,4,0,1,1,29,2,0,0,0,0
77,108,98,99,0,3,0,5,1,29,1,0,0,0,0
79,98,98,98,1,1,2,3,1,30,2,0,0,0,0
78,118,99,97,0,4,1,3,2,32,2,0,0,0,0
98,99,79,98,0,1,2,3,2,34,3,0,0,0,0
79,98,97,98,2,0,2,4,1,31,2,0,0,0,0
77,98,99,97,1,4,0,4,0,28,1,0,0,0,0
78,98,99,98,1,1,1,4,1,32,2,0,0,0,0
88,99,98,98,0,4,0,3,1,32,1,0,0,0,0
79,98,99,98,1,3,0,2,1,32,2,0,0,0,0
79,97,98,99,1,3,0,3,1,32,2,0,0,0,0
145,77,99,98,1,2,0,3,1,35,2,1,1,0,0
98,96,78,98,3,4,0,3,0,26,1,0,0,0,0
79,98,98,98,0,2,1,4,1,32,2,0,0,0,0
97,99,99,99,1,2,2,1,2,35,1,0,0,0,0
98,99,99,99,0,2,1,2,2,36,1,0,0,0,0
98,98,98,99,3,1,1,2,2,32,1,0,0,0,0
89,99,78,98,0,2,1,3,1,31,2,0,0,0,0
89,107,99,99,0,1,0,5,2,31,1,0,0,0,0
89,98,99,99,1,2,0,2,1,32,1,0,0,0,0
59,173,48,59,0,2,1,4,0,26,4,1,0,0,0
89,97,97,99,2,2,0,4,1,30,1,0,0,0,0
89,99,98,99,0,3,1,1,1,32,1,0,0,0,0
78,97,99,99,1,2,1,3,0,26,1,0,0,0,0
87,99,98,99,1,3,0,3,1,30,1,0,0,0,0
88,98,99,99,1,1,3,1,1,31,1,0,0,0,0
89,99,97,99,0,2,1,3,1,32,1,0,0,0,0
89,99,99,99,0,3,0,1,1,32,1,0,0,0,0
88,99,99,98,0,2,1,3,1,30,1,0,0,0,0
89,98,98,99,1,1,1,3,1,32,1,0,0,0,0
89,98,98,97,2,3,0,3,1,30,1,0,0,0,0
89,99,98,99,0,2,0,3,1,31,1,0,0,0,0
89,99,99,99,0,3,0,1,1,32,1,0,0,0,0
98,98,99,99,0,2,2,2,2,35,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
98,98,99,99,2,1,0,3,2,35,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,97,99,99,1,2,1,2,1,32,1,0,0,0,0
89,97,99,99,0,2,0,4,1,32,1,0,0,0,0
79,99,99,98,0,3,1,1,0,28,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
88,108,98,98,0,4,1,3,2,34,1,0,0,0,0
87,99,99,99,1,2,2,1,1,30,1,0,0,0,0
89,98,98,98,2,2,0,3,1,31,1,0,0,0,0
89,97,99,99,1,1,0,4,1,31,1,0,0,0,0
89,59,99,98,0,2,0,3,1,30,3,0,0,0,0
89,99,99,99,0,2,1,1,1,28,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,108,99,99,0,2,0,3,2,36,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,97,0,2,1,3,1,32,1,0,0,0,0
89,99,98,99,0,1,1,3,1,32,1,0,0,0,0
79,99,79,99,0,2,1,1,1,31,3,0,0,0,0
89,98,99,97,2,1,0,4,1,31,1,0,0,0,0
89,99,99,97,0,2,1,3,1,31,1,0,0,0,0
97,99,99,97,1,2,1,4,0,27,0,0,0,0,0
89,99,98,99,1,1,1,2,1,32,1,0,0,0,0
88,78,98,99,1,1,0,5,1,32,2,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
98,98,99,99,0,3,1,2,2,35,1,0,0,0,0
89,79,98,98,0,2,0,4,1,32,2,0,0,0,0
89,96,99,98,0,2,2,4,1,31,1,0,0,0,0
89,98,98,99,0,2,1,3,1,32,1,0,0,0,0
89,99,99,99,1,2,1,0,1,32,1,0,0,0,0
89,98,99,98,2,1,0,3,1,32,1,0,0,0,0
89,99,99,79,0,2,0,2,1,30,2,0,0,0,0
88,99,99,99,0,2,1,2,1,32,1,0,0,0,0
89,99,99,99,0,2,0,2,1,30,1,0,0,0,0
98,99,99,99,0,2,1,2,2,35,1,0,0,0,0
89,99,99,99,1,1,1,1,1,30,1,0,0,0,0
89,99,79,99,0,2,1,1,1,31,2,0,0,0,0
89,98,99,99,0,1,1,3,1,31,1,0,0,0,0
89,99,99,98,1,2,0,2,1,31,1,0,0,0,0
89,99,98,98,0,2,1,3,1,31,1,0,0,0,0
89,99,99,99,0,2,1,1,1,30,1,0,0,0,0
98,99,99,99,1,2,1,1,2,35,1,0,0,0,0
89,99,99,99,1,2,1,0,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,98,98,2,2,0,2,1,32,1,0,0,0,0
89,78,99,99,0,0,1,4,1,32,2,0,0,0,0
89,99,98,99,1,2,0,2,1,31,1,0,0,0,0
89,79,97,98,2,3,0,2,1,30,2,0,0,0,0
89,98,98,99,2,1,0,3,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,98,99,99,0,3,1,1,1,32,1,0,0,0,0
89,98,98,99,0,4,0,2,1,31,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
98,99,98,98,2,3,0,2,2,36,1,0,0,0,0
98,99,99,98,0,2,1,3,2,35,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
79,98,99,99,1,1,1,2,0,28,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,98,99,99,0,3,1,1,1,32,1,0,0,0,0
89,98,99,99,0,1,1,3,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,97,99,99,0,2,1,3,1,32,1,0,0,0,0
89,98,99,99,0,1,1,3,1,32,1,0,0,0,0
89,79,99,99,0,2,0,2,1,30,2,0,0,0,0
89,99,98,99,1,1,1,2,1,32,1,0,0,0,0
88,98,99,98,0,3,0,4,1,31,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,0,2,1,30,1,0,0,0,0
98,99,99,99,0,2,1,2,0,28,0,0,0,0,0
89,78,99,99,0,2,0,3,1,31,2,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,98,99,99,0,2,0,3,1,32,1,0,0,0,0
89,99,99,98,0,2,0,3,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,31,1,0,0,0,0
89,99,99,98,1,2,0,2,1,32,1,0,0,0,0
89,98,99,99,0,3,1,1,1,32,1,0,0,0,0
89,98,98,98,0,2,3,2,1,31,1,0,0,0,0
89,79,99,99,0,2,0,2,1,31,2,0,0,0,0
89,99,99,98,1,2,0,2,1,31,1,0,0,0,0
79,98,99,99,0,0,1,4,0,28,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
88,99,99,99,0,2,1,2,1,32,1,0,0,0,0
89,99,98,99,0,2,0,3,1,31,1,0,0,0,0
89,98,99,98,0,3,0,3,1,32,1,0,0,0,0
89,99,99,99,1,0,0,3,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,79,99,0,1,1,2,1,32,2,0,0,0,0
89,99,99,98,0,2,1,2,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,98,98,1,1,0,4,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,98,99,99,0,2,1,2,1,31,1,0,0,0,0
79,99,99,99,0,2,1,1,0,28,1,0,0,0,0
89,98,99,99,1,1,0,3,1,30,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
88,99,98,99,0,2,0,4,1,32,1,0,0,0,0
98,99,99,99,0,2,1,2,2,35,1,0,0,0,0
98,99,99,99,0,2,1,2,2,36,1,0,0,0,0
89,99,98,99,0,1,1,3,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,1,2,1,1,32,1,0,0,0,0
89,98,99,99,1,2,0,2,1,32,1,0,0,0,0
89,98,99,99,1,2,0,2,1,32,1,0,0,0,0
89,99,99,97,0,2,2,2,1,32,1,0,0,0,0
89,99,99,97,0,3,2,1,1,32,1,0,0,0,0
89,98,99,99,0,2,0,3,1,32,1,0,0,0,0
89,97,99,99,1,2,1,2,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,98,99,99,1,1,0,3,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
98,99,99,98,0,2,2,2,0,28,0,0,0,0,0
89,99,99,99,0,2,1,1,1,32,1,0,0,0,0
99,99,99,79,0,1,1,2,0,26,1,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,0,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,1,0,0,3,0,28,0,0,0,0,0
99,99,99,99,1,1,1,1,0,28,0,0,0,0,0
99,99,98,99,0,2,0,3,0,28,0,0,0,0,0
99,99,99,98,0,2,1,2,0,27,0,0,0,0,0
97,99,99,99,0,3,1,2,0,27,0,0,0,0,0
99,99,99,98,1,1,1,2,0,28,0,0,0,0,0
99,99,99,79,0,1,1,2,0,26,1,0,0,0,0
99,99,99,99,1,0,0,3,0,28,0,0,0,0,0
99,98,99,99,0,2,0,3,0,27,0,0,0,0,0
99,98,99,99,1,1,0,3,0,27,0,0,0,0,0
98,79,99,98,0,2,0,4,0,27,1,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,97,98,99,0,2,2,3,0,28,0,0,0,0,0
98,98,99,98,0,4,0,3,0,27,0,0,0,0,0
99,99,99,98,0,1,1,3,0,27,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,98,99,0,1,0,4,0,27,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,98,99,98,0,3,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,98,99,0,1,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,98,99,99,0,1,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,98,99,0,2,0,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,98,99,1,1,1,2,0,27,0,0,0,0,0
99,98,99,99,0,1,1,3,0,28,0,0,0,0,0
99,99,99,98,0,1,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,2,1,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,98,0,1,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,98,1,1,1,2,0,28,0,0,0,0,0
99,98,99,99,0,2,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
79,99,99,99,1,1,1,1,0,28,1,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,78,99,98,0,1,2,3,0,27,1,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,1,1,1,1,0,28,0,0,0,0,0
99,99,79,99,0,1,0,3,0,26,1,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,98,98,99,2,1,1,2,0,28,0,0,0,0,0
98,99,99,99,0,2,1,2,0,28,0,0,0,0,0
99,99,98,99,0,1,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,98,99,0,1,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,0,1,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,98,99,99,0,2,1,2,0,27,0,0,0,0,0
99,98,98,99,1,2,0,3,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
99,99,99,99,0,1,1,2,0,28,0,0,0,0,0
